year,category,winner,entity
1936,DANCE DIRECTION,No,Hermes Pan
1936,DIRECTING,No,Dodsworth
1936,DIRECTING,No,The Great Ziegfeld
1936,DIRECTING,Yes,Mr. Deeds Goes to Town
1936,DIRECTING,No,My Man Godfrey
1936,DIRECTING,No,San Francisco
1936,FILM EDITING,Yes,Anthony Adverse
1936,FILM EDITING,No,Come and Get It
1936,FILM EDITING,No,The Great Ziegfeld
1936,FILM EDITING,No,Lloyds of London
1936,FILM EDITING,No,A Tale of Two Cities
1936,FILM EDITING,No,Theodora Goes Wild
1936,MUSIC (Scoring),Yes,Anthony Adverse
1936,MUSIC (Scoring),No,The Charge of the Light Brigade
1936,MUSIC (Scoring),No,The Garden of Allah
1936,MUSIC (Scoring),No,The General Died at Dawn
1936,MUSIC (Scoring),No,Winterset
1936,MUSIC (Song),No,Suzy
1936,MUSIC (Song),No,Born to Dance
1936,MUSIC (Song),No,Trail of the Lonesome Pine
1936,MUSIC (Song),No,Pennies from Heaven
1936,MUSIC (Song),Yes,Swing Time
1936,MUSIC (Song),No,"Sing, Baby, Sing"
1936,OUTSTANDING PRODUCTION,No,Anthony Adverse
1936,OUTSTANDING PRODUCTION,No,Dodsworth
1936,OUTSTANDING PRODUCTION,Yes,The Great Ziegfeld
1936,OUTSTANDING PRODUCTION,No,Libeled Lady
1936,OUTSTANDING PRODUCTION,No,Mr. Deeds Goes to Town
1936,OUTSTANDING PRODUCTION,No,Romeo and Juliet
1936,OUTSTANDING PRODUCTION,No,San Francisco
1936,OUTSTANDING PRODUCTION,No,The Story of Louis Pasteur
1936,OUTSTANDING PRODUCTION,No,A Tale of Two Cities
1936,OUTSTANDING PRODUCTION,No,Three Smart Girls
1936,SHORT SUBJECT (Cartoon),Yes,The Country Cousin
1936,SHORT SUBJECT (Cartoon),No,Old Mill Pond
1936,SHORT SUBJECT (Cartoon),No,Sinbad the Sailor
1936,SHORT SUBJECT (Color),Yes,Give Me Liberty
1936,SHORT SUBJECT (Color),No,La Fiesta de Santa Barbara
1936,SHORT SUBJECT (Color),No,Popular Science J-6-2
1936,SHORT SUBJECT (One-reel),Yes,Bored of Education
1936,SHORT SUBJECT (One-reel),No,Moscow Moods
1936,SHORT SUBJECT (One-reel),No,"Wanted, a Master"
1936,SHORT SUBJECT (Two-reel),No,Double or Nothing
1936,SHORT SUBJECT (Two-reel),No,Dummy Ache
1936,SHORT SUBJECT (Two-reel),Yes,The Public Pays
1936,SOUND RECORDING,No,Banjo on My Knee
1936,SOUND RECORDING,No,The Charge of the Light Brigade
1936,SOUND RECORDING,No,Dodsworth
1936,SOUND RECORDING,No,General Spanky
1936,SOUND RECORDING,No,Mr. Deeds Goes to Town
1936,SOUND RECORDING,Yes,San Francisco
1936,SOUND RECORDING,No,The Texas Rangers
1936,SOUND RECORDING,No,That Girl from Paris
1936,SOUND RECORDING,No,Three Smart Girls
1936,WRITING (Original Story),No,Fury
1936,WRITING (Original Story),No,The Great Ziegfeld
1936,WRITING (Original Story),No,San Francisco
1936,WRITING (Original Story),Yes,The Story of Louis Pasteur
1936,WRITING (Original Story),No,Three Smart Girls
1936,WRITING (Screenplay),No,After the Thin Man
1936,WRITING (Screenplay),No,Dodsworth
1936,WRITING (Screenplay),No,Mr. Deeds Goes to Town
1936,WRITING (Screenplay),No,My Man Godfrey
1936,WRITING (Screenplay),Yes,The Story of Louis Pasteur
1936,SPECIAL AWARD,Yes,To The March of Time for its significance to motion pictures and for having revolutionized one of the most important branches of the industry - the newsreel.
1936,SPECIAL AWARD,Yes,"To W. Howard Greene and Harold Rosson for the color cinematography of the Selznick International Production, The Garden of Allah ."
1936,SCIENTIFIC OR TECHNICAL AWARD (Class I),Yes,To DOUGLAS SHEARER and the METRO-GOLDWYN-MAYER STUDIO SOUND DEPARTMENT for the development of a practical two-way horn system and a biased Class A push-pull recording system.
1936,SCIENTIFIC OR TECHNICAL AWARD (Class II),Yes,To E. C. WENTE and the BELL TELEPHONE LABORATORIES for their multi-cellular high-frequency horn and receiver.
1936,SCIENTIFIC OR TECHNICAL AWARD (Class II),Yes,"To RCA MANUFACTURING CO., INC., for their rotary stabilizer sound head."
1936,SCIENTIFIC OR TECHNICAL AWARD (Class III),Yes,"To RCA MANUFACTURING CO., INC., for their development of a method of recording and printing sound records utilizing a restricted spectrum (known as ultra-violet light recording)."
1936,SCIENTIFIC OR TECHNICAL AWARD (Class III),Yes,"To ELECTRICAL RESEARCH PRODUCTS, INC. for the ERPI ""Type Q"" portable recording channel."
1936,SCIENTIFIC OR TECHNICAL AWARD (Class III),Yes,"To RCA MANUFACTURING CO., INC., for furnishing a practical design and specifications for a non-slip printer."
1936,SCIENTIFIC OR TECHNICAL AWARD (Class III),Yes,"To UNITED ARTISTS STUDIO CORP. for the development of a practical, efficient and quiet wind machine."
1937,ACTOR,No,Charles Boyer
1937,ACTOR,No,Fredric March
1937,ACTOR,No,Robert Montgomery
1937,ACTOR,No,Paul Muni
1937,ACTOR,Yes,Spencer Tracy
1937,ACTOR IN A SUPPORTING ROLE,No,Ralph Bellamy
1937,ACTOR IN A SUPPORTING ROLE,No,Thomas Mitchell
1937,ACTOR IN A SUPPORTING ROLE,Yes,Joseph Schildkraut
1937,ACTOR IN A SUPPORTING ROLE,No,H. B. Warner
1937,ACTOR IN A SUPPORTING ROLE,No,Roland Young
1937,ACTRESS,No,Irene Dunne
1937,ACTRESS,No,Greta Garbo
1937,ACTRESS,No,Janet Gaynor
1937,ACTRESS,Yes,Luise Rainer
1937,ACTRESS,No,Barbara Stanwyck
1937,ACTRESS IN A SUPPORTING ROLE,Yes,Alice Brady
1937,ACTRESS IN A SUPPORTING ROLE,No,Andrea Leeds
1937,ACTRESS IN A SUPPORTING ROLE,No,Anne Shirley
1937,ACTRESS IN A SUPPORTING ROLE,No,Claire Trevor
1937,ACTRESS IN A SUPPORTING ROLE,No,Dame May Whitty
1937,ART DIRECTION,No,Conquest
1937,ART DIRECTION,No,A Damsel in Distress
1937,ART DIRECTION,No,Dead End
1937,ART DIRECTION,No,Every Day's a Holiday
1937,ART DIRECTION,No,The Life of Emile Zola
1937,ART DIRECTION,Yes,Lost Horizon
1937,ART DIRECTION,No,Manhattan Merry-Go-Round
1937,ART DIRECTION,No,The Prisoner of Zenda
1937,ART DIRECTION,No,Souls at Sea
1937,ART DIRECTION,No,Walter Wanger's Vogues of 1938
1937,ART DIRECTION,No,Wee Willie Winkie
1937,ART DIRECTION,No,You're a Sweetheart
1937,ASSISTANT DIRECTOR,Yes,In Old Chicago
1937,ASSISTANT DIRECTOR,No,The Life of Emile Zola
1937,ASSISTANT DIRECTOR,No,Lost Horizon
1937,ASSISTANT DIRECTOR,No,Souls at Sea
1937,ASSISTANT DIRECTOR,No,A Star Is Born
1937,CINEMATOGRAPHY,No,Dead End
1937,CINEMATOGRAPHY,Yes,The Good Earth
1937,CINEMATOGRAPHY,No,Wings over Honolulu
1937,DANCE DIRECTION,No,Busby Berkeley
1937,DANCE DIRECTION,No,Bobby Connolly
1937,DANCE DIRECTION,No,Dave Gould
1937,DANCE DIRECTION,No,Sammy Lee
1937,DANCE DIRECTION,No,Harry Losee
1937,DANCE DIRECTION,Yes,Hermes Pan
1937,DANCE DIRECTION,No,LeRoy Prinz
1937,DIRECTING,Yes,The Awful Truth
1937,DIRECTING,No,The Good Earth
1937,DIRECTING,No,The Life of Emile Zola
1937,DIRECTING,No,Stage Door
1937,DIRECTING,No,A Star Is Born
1937,FILM EDITING,No,The Awful Truth
1937,FILM EDITING,No,Captains Courageous
1937,FILM EDITING,No,The Good Earth
1937,FILM EDITING,Yes,Lost Horizon
1937,FILM EDITING,No,One Hundred Men and a Girl
1937,MUSIC (Scoring),No,The Hurricane
1937,MUSIC (Scoring),No,In Old Chicago
1937,MUSIC (Scoring),No,The Life of Emile Zola
1937,MUSIC (Scoring),No,Lost Horizon
1937,MUSIC (Scoring),No,Make a Wish
1937,MUSIC (Scoring),No,Maytime
1937,MUSIC (Scoring),Yes,One Hundred Men and a Girl
1937,MUSIC (Scoring),No,Portia on Trial
1937,MUSIC (Scoring),No,The Prisoner of Zenda
1937,MUSIC (Scoring),No,Quality Street
1937,MUSIC (Scoring),No,Snow White and the Seven Dwarfs
1937,MUSIC (Scoring),No,Something to Sing About
1937,MUSIC (Scoring),No,Souls at Sea
1937,MUSIC (Scoring),No,Way Out West
1937,MUSIC (Song),No,Mr. Dodd Takes the Air
1937,MUSIC (Song),Yes,Waikiki Wedding
1937,MUSIC (Song),No,Walter Wanger's Vogues of 1938
1937,MUSIC (Song),No,Shall We Dance
1937,MUSIC (Song),No,Artists and Models
1937,OUTSTANDING PRODUCTION,No,The Awful Truth
1937,OUTSTANDING PRODUCTION,No,Captains Courageous
1937,OUTSTANDING PRODUCTION,No,Dead End
1937,OUTSTANDING PRODUCTION,No,The Good Earth
1937,OUTSTANDING PRODUCTION,No,In Old Chicago
1937,OUTSTANDING PRODUCTION,Yes,The Life of Emile Zola
1937,OUTSTANDING PRODUCTION,No,Lost Horizon
1937,OUTSTANDING PRODUCTION,No,One Hundred Men and a Girl
1937,OUTSTANDING PRODUCTION,No,Stage Door
1937,OUTSTANDING PRODUCTION,No,A Star Is Born
1937,SHORT SUBJECT (Cartoon),No,Educated Fish
1937,SHORT SUBJECT (Cartoon),No,The Little Match Girl
1937,SHORT SUBJECT (Cartoon),Yes,The Old Mill
1937,SHORT SUBJECT (Color),No,The Man without a Country
1937,SHORT SUBJECT (Color),Yes,Penny Wisdom
1937,SHORT SUBJECT (Color),No,Popular Science J-7-1
1937,SHORT SUBJECT (One-reel),No,A Night at the Movies
1937,SHORT SUBJECT (One-reel),Yes,The Private Life of the Gannets
1937,SHORT SUBJECT (One-reel),No,Romance of Radium
1937,SHORT SUBJECT (Two-reel),No,Deep South
1937,SHORT SUBJECT (Two-reel),No,Should Wives Work?
1937,SHORT SUBJECT (Two-reel),Yes,Torture Money
1937,SOUND RECORDING,No,The Girl Said No
1937,SOUND RECORDING,No,Hitting a New High
1937,SOUND RECORDING,Yes,The Hurricane
1937,SOUND RECORDING,No,In Old Chicago
1937,SOUND RECORDING,No,The Life of Emile Zola
1937,SOUND RECORDING,No,Lost Horizon
1937,SOUND RECORDING,No,Maytime
1937,SOUND RECORDING,No,One Hundred Men and a Girl
1937,SOUND RECORDING,No,Topper
1937,SOUND RECORDING,No,Wells Fargo
1937,WRITING (Original Story),No,Black Legion
1937,WRITING (Original Story),No,In Old Chicago
1937,WRITING (Original Story),No,The Life of Emile Zola
1937,WRITING (Original Story),No,One Hundred Men and a Girl
1937,WRITING (Original Story),Yes,A Star Is Born
1937,WRITING (Screenplay),No,The Awful Truth
1937,WRITING (Screenplay),No,Captains Courageous
1937,WRITING (Screenplay),Yes,The Life of Emile Zola
1937,WRITING (Screenplay),No,Stage Door
1937,WRITING (Screenplay),No,A Star Is Born
1937,SPECIAL AWARD,Yes,"To Mack Sennett, ""for his lasting contribution to the comedy technique of the screen, the basic principles of which are as important today as when they were first put into practice, the Academy presents a Special Award to that master of fun, discoverer of stars, sympathetic, kindly, understanding comedy genius - Mack Sennett."""
1937,SPECIAL AWARD,Yes,"To Edgar Bergen for his outstanding comedy creation, ""Charlie McCarthy."""
1937,SPECIAL AWARD,Yes,To The Museum of Modern Art Film Library for its significant work in collecting films dating from 1895 to the present and for the first time making available to the public the means of studying the historical and aesthetic development of the motion picture as one of the major arts.
1937,SPECIAL AWARD,Yes,To W. Howard Greene for the color photography of A Star Is Born .  (This Award was recommended by a committee of leading cinematographers after viewing all the color pictures made during the year.)
1937,IRVING G. THALBERG MEMORIAL AWARD,Yes,Darryl F. Zanuck
1937,SCIENTIFIC OR TECHNICAL AWARD (Class I),Yes,To AGFA ANSCO CORPORATION for Agfa Supreme and Agfa Ultra Speed pan motion picture negatives.
1937,SCIENTIFIC OR TECHNICAL AWARD (Class II),Yes,"To WALT DISNEY PRODUCTIONS, LTD. for the design and application to production of the Multi-Plane Camera."
1937,SCIENTIFIC OR TECHNICAL AWARD (Class II),Yes,To EASTMAN KODAK COMPANY for two fine-grain duplicating film stocks.
1937,SCIENTIFIC OR TECHNICAL AWARD (Class II),Yes,"To FARCIOT EDOUART and PARAMOUNT PICTURES, INC. for the development of the Paramount dual screen transparency camera setup."
1937,SCIENTIFIC OR TECHNICAL AWARD (Class II),Yes,To DOUGLAS SHEARER and the METRO-GOLDWYN-MAYER STUDIO SOUND DEPARTMENT for a method of varying the scanning width of variable density sound tracks (squeeze tracks) for the purpose of obtaining an increased amount of noise reduction.
1937,SCIENTIFIC OR TECHNICAL AWARD (Class III),Yes,To JOHN ARNOLD and the METRO-GOLDWYN-MAYER STUDIO CAMERA DEPARTMENT for their improvement of the semi-automatic follow focus device and its application to all of the cameras used by the Metro-Goldwyn-Mayer Studio.
1937,SCIENTIFIC OR TECHNICAL AWARD (Class III),Yes,"To JOHN LIVADARY, Director of Sound Recording for Columbia Pictures Corporation, for the application of the bi-planar light valve to motion picture sound recording."
1937,SCIENTIFIC OR TECHNICAL AWARD (Class III),Yes,To THOMAS T. MOULTON and the UNITED ARTISTS STUDIO SOUND DEPARTMENT for the application to motion picture sound recording of volume indicators which have peak reading response and linear decibel scales.
1937,SCIENTIFIC OR TECHNICAL AWARD (Class III),Yes,"To RCA MANUFACTURING CO., INC. for the introduction of the modulated high-frequency method of determining optimum photographic processing conditions for variable width sound tracks."
1937,SCIENTIFIC OR TECHNICAL AWARD (Class III),Yes,"To JOSEPH E. ROBBINS and PARAMOUNT PICTURES, INC. for an exceptional application of acoustic principles to the sound proofing of gasoline generators and water pumps."
1937,SCIENTIFIC OR TECHNICAL AWARD (Class III),Yes,To DOUGLAS SHEARER and the METRO-GOLDWYN-MAYER STUDIO SOUND DEPARTMENT for the design of the film drive mechanism as incorporated in the ERPI 1010 reproducer.
1938,ACTOR,No,Charles Boyer
1938,ACTOR,No,James Cagney
1938,ACTOR,No,Robert Donat
1938,ACTOR,No,Leslie Howard
1938,ACTOR,Yes,Spencer Tracy
1938,ACTOR IN A SUPPORTING ROLE,Yes,Walter Brennan
1938,ACTOR IN A SUPPORTING ROLE,No,John Garfield
1938,ACTOR IN A SUPPORTING ROLE,No,Gene Lockhart
1938,ACTOR IN A SUPPORTING ROLE,No,Robert Morley
1938,ACTOR IN A SUPPORTING ROLE,No,Basil Rathbone
1938,ACTRESS,No,Fay Bainter
1938,ACTRESS,Yes,Bette Davis
1938,ACTRESS,No,Wendy Hiller
1938,ACTRESS,No,Norma Shearer
1938,ACTRESS,No,Margaret Sullavan
1938,ACTRESS IN A SUPPORTING ROLE,Yes,Fay Bainter
1938,ACTRESS IN A SUPPORTING ROLE,No,Beulah Bondi
1938,ACTRESS IN A SUPPORTING ROLE,No,Billie Burke
1938,ACTRESS IN A SUPPORTING ROLE,No,Spring Byington
1938,ACTRESS IN A SUPPORTING ROLE,No,Miliza Korjus
1938,ART DIRECTION,Yes,The Adventures of Robin Hood
1938,ART DIRECTION,No,The Adventures of Tom Sawyer
1938,ART DIRECTION,No,Alexander's Ragtime Band
1938,ART DIRECTION,No,Algiers
1938,ART DIRECTION,No,Carefree
1938,ART DIRECTION,No,The Goldwyn Follies
1938,ART DIRECTION,No,Holiday
1938,ART DIRECTION,No,If I Were King
1938,ART DIRECTION,No,Mad about Music
1938,ART DIRECTION,No,Marie Antoinette
1938,ART DIRECTION,No,Merrily We Live
1938,CINEMATOGRAPHY,No,Algiers
1938,CINEMATOGRAPHY,No,Army Girl
1938,CINEMATOGRAPHY,No,The Buccaneer
1938,CINEMATOGRAPHY,Yes,The Great Waltz
1938,CINEMATOGRAPHY,No,Jezebel
1938,CINEMATOGRAPHY,No,Mad about Music
1938,CINEMATOGRAPHY,No,Merrily We Live
1938,CINEMATOGRAPHY,No,Suez
1938,CINEMATOGRAPHY,No,Vivacious Lady
1938,CINEMATOGRAPHY,No,You Can't Take It with You
1938,CINEMATOGRAPHY,No,The Young in Heart
1938,DIRECTING,No,Angels with Dirty Faces
1938,DIRECTING,No,Boys Town
1938,DIRECTING,No,The Citadel
1938,DIRECTING,No,Four Daughters
1938,DIRECTING,Yes,You Can't Take It with You
1938,FILM EDITING,Yes,The Adventures of Robin Hood
1938,FILM EDITING,No,Alexander's Ragtime Band
1938,FILM EDITING,No,The Great Waltz
1938,FILM EDITING,No,Test Pilot
1938,FILM EDITING,No,You Can't Take It with You
1938,MUSIC (Original Score),Yes,The Adventures of Robin Hood
1938,MUSIC (Original Score),No,Army Girl
1938,MUSIC (Original Score),No,Block-Heads
1938,MUSIC (Original Score),No,Blockade
1938,MUSIC (Original Score),No,Breaking the Ice
1938,MUSIC (Original Score),No,The Cowboy and the Lady
1938,MUSIC (Original Score),No,If I Were King
1938,MUSIC (Original Score),No,Marie Antoinette
1938,MUSIC (Original Score),No,Pacific Liner
1938,MUSIC (Original Score),No,Suez
1938,MUSIC (Original Score),No,The Young in Heart
1938,MUSIC (Scoring),Yes,Alexander's Ragtime Band
1938,MUSIC (Scoring),No,Carefree
1938,MUSIC (Scoring),No,Girls' School
1938,MUSIC (Scoring),No,The Goldwyn Follies
1938,MUSIC (Scoring),No,Jezebel
1938,MUSIC (Scoring),No,Mad about Music
1938,MUSIC (Scoring),No,Storm over Bengal
1938,MUSIC (Scoring),No,Sweethearts
1938,MUSIC (Scoring),No,There Goes My Heart
1938,MUSIC (Scoring),No,Tropic Holiday
1938,MUSIC (Scoring),No,The Young in Heart
1938,MUSIC (Song),No,Mannequin
1938,MUSIC (Song),No,Carefree
1938,MUSIC (Song),No,The Cowboy and the Lady
1938,MUSIC (Song),No,Under Western Stars
1938,MUSIC (Song),No,Going Places
1938,MUSIC (Song),No,Merrily We Live
1938,MUSIC (Song),No,The Lady Objects
1938,MUSIC (Song),No,That Certain Age
1938,MUSIC (Song),No,Alexander's Ragtime Band
1938,MUSIC (Song),Yes,The Big Broadcast of 1938
1938,OUTSTANDING PRODUCTION,No,The Adventures of Robin Hood
1938,OUTSTANDING PRODUCTION,No,Alexander's Ragtime Band
1938,OUTSTANDING PRODUCTION,No,Boys Town
1938,OUTSTANDING PRODUCTION,No,The Citadel
1938,OUTSTANDING PRODUCTION,No,Four Daughters
1938,OUTSTANDING PRODUCTION,No,Grand Illusion
1938,OUTSTANDING PRODUCTION,No,Jezebel
1938,OUTSTANDING PRODUCTION,No,Pygmalion
1938,OUTSTANDING PRODUCTION,No,Test Pilot
1938,OUTSTANDING PRODUCTION,Yes,You Can't Take It with You
1938,SHORT SUBJECT (Cartoon),No,Brave Little Tailor
1938,SHORT SUBJECT (Cartoon),Yes,Ferdinand the Bull
1938,SHORT SUBJECT (Cartoon),No,Good Scouts
1938,SHORT SUBJECT (Cartoon),No,Hunky and Spunky
1938,SHORT SUBJECT (Cartoon),No,Mother Goose Goes Hollywood
1938,SHORT SUBJECT (One-reel),No,The Great Heart
1938,SHORT SUBJECT (One-reel),Yes,That Mothers Might Live
1938,SHORT SUBJECT (One-reel),No,Timber Toppers
1938,SHORT SUBJECT (Two-reel),Yes,Declaration of Independence
1938,SHORT SUBJECT (Two-reel),No,Swingtime in the Movies
1938,SHORT SUBJECT (Two-reel),No,They're Always Caught
1938,SOUND RECORDING,No,Army Girl
1938,SOUND RECORDING,Yes,The Cowboy and the Lady
1938,SOUND RECORDING,No,Four Daughters
1938,SOUND RECORDING,No,If I Were King
1938,SOUND RECORDING,No,Merrily We Live
1938,SOUND RECORDING,No,Suez
1938,SOUND RECORDING,No,Sweethearts
1938,SOUND RECORDING,No,That Certain Age
1938,SOUND RECORDING,No,Vivacious Lady
1938,SOUND RECORDING,No,You Can't Take It with You
1938,WRITING (Original Story),No,Alexander's Ragtime Band
1938,WRITING (Original Story),No,Angels with Dirty Faces
1938,WRITING (Original Story),No,Blockade
1938,WRITING (Original Story),Yes,Boys Town
1938,WRITING (Original Story),No,Mad about Music
1938,WRITING (Original Story),No,Test Pilot
1938,WRITING (Screenplay),No,Boys Town
1938,WRITING (Screenplay),No,The Citadel
1938,WRITING (Screenplay),No,Four Daughters
1938,WRITING (Screenplay),Yes,Pygmalion
1938,WRITING (Screenplay),No,You Can't Take It with You
1938,SPECIAL AWARD,Yes,"To Deanna Durbin and Mickey Rooney for their significant contribution in bringing to the screen the spirit and personification of youth, and as juvenile players setting a high standard of ability and achievement."
1938,SPECIAL AWARD,Yes,To Harry M. Warner in recognition of patriotic service in the production of historical short subjects presenting significant episodes in the early struggle of the American people for liberty.
1938,SPECIAL AWARD,Yes,"To Walt Disney for Snow White and the Seven Dwarfs , recognized as a significant screen innovation which has charmed millions and pioneered a great new entertainment field for the motion picture cartoon."
1938,SPECIAL AWARD,Yes,"To Oliver Marsh and Allen Davey for the color cinematography of the Metro-Goldwyn-Mayer production, Sweethearts ."
1938,SPECIAL AWARD,Yes,"For outstanding achievement in creating Special Photographic and Sound Effects in the Paramount production, Spawn of the North .  Special Effects by Gordon Jennings, assisted by Jan Domela, Dev Jennings, Irmin Roberts and Art Smith.  Transparencies by Farciot Edouart, assisted by Loyal Griggs.  Sound Effects by Loren Ryder, assisted by Harry Mills, Louis H. Mesenkop and Walter Oberst."
1938,SPECIAL AWARD,Yes,To J. Arthur Ball for his outstanding contributions to the advancement of color in Motion Picture Photography.
1938,IRVING G. THALBERG MEMORIAL AWARD,No,Samuel Goldwyn
1938,IRVING G. THALBERG MEMORIAL AWARD,No,Joe Pasternak
1938,IRVING G. THALBERG MEMORIAL AWARD,No,David O. Selznick
1938,IRVING G. THALBERG MEMORIAL AWARD,No,Hunt Stromberg
1938,IRVING G. THALBERG MEMORIAL AWARD,Yes,Hal B. Wallis
1938,IRVING G. THALBERG MEMORIAL AWARD,No,Walter Wanger
1938,IRVING G. THALBERG MEMORIAL AWARD,No,Darryl F. Zanuck
1938,SCIENTIFIC OR TECHNICAL AWARD (Class III),Yes,To JOHN AALBERG and the RKO RADIO STUDIO SOUND DEPARTMENT for the application of compression to variable area recording in motion picture production.
1938,SCIENTIFIC OR TECHNICAL AWARD (Class III),Yes,To BYRON HASKIN and the SPECIAL EFFECTS DEPARTMENT OF WARNER BROS. STUDIO for pioneering the development and for the first practical application to motion picture production of the triple head background projector.
1939,ACTOR,Yes,Robert Donat
1939,ACTOR,No,Clark Gable
1939,ACTOR,No,Laurence Olivier
1939,ACTOR,No,Mickey Rooney
1939,ACTOR,No,James Stewart
1939,ACTOR IN A SUPPORTING ROLE,No,Brian Aherne
1939,ACTOR IN A SUPPORTING ROLE,No,Harry Carey
1939,ACTOR IN A SUPPORTING ROLE,No,Brian Donlevy
1939,ACTOR IN A SUPPORTING ROLE,Yes,Thomas Mitchell
1939,ACTOR IN A SUPPORTING ROLE,No,Claude Rains
1939,ACTRESS,No,Bette Davis
1939,ACTRESS,No,Irene Dunne
1939,ACTRESS,No,Greta Garbo
1939,ACTRESS,No,Greer Garson
1939,ACTRESS,Yes,Vivien Leigh
1939,ACTRESS IN A SUPPORTING ROLE,No,Olivia de Havilland
1939,ACTRESS IN A SUPPORTING ROLE,No,Geraldine Fitzgerald
1939,ACTRESS IN A SUPPORTING ROLE,Yes,Hattie McDaniel
1939,ACTRESS IN A SUPPORTING ROLE,No,Edna May Oliver
1939,ACTRESS IN A SUPPORTING ROLE,No,Maria Ouspenskaya
1939,ART DIRECTION,No,Beau Geste
1939,ART DIRECTION,No,Captain Fury
1939,ART DIRECTION,No,First Love
1939,ART DIRECTION,Yes,Gone with the Wind
1939,ART DIRECTION,No,Love Affair
1939,ART DIRECTION,No,Man of Conquest
1939,ART DIRECTION,No,Mr. Smith Goes to Washington
1939,ART DIRECTION,No,The Private Lives of Elizabeth and Essex
